subj,tr_acc,val_acc,ts_acc,ts_pred,ts_label,sparsity
0,40.625,66.667,100.000,0,0,0.24098569444444445
1,65.625,66.667,100.000,0,0,0.23998666666666665
2,37.500,66.667,100.000,0,0,0.2276873611111111
3,43.750,44.444,100.000,0,0,0.17192694444444445
4,53.125,66.667,100.000,0,0,0.22718
5,50.000,22.222,100.000,0,0,0.2551375
6,56.250,55.556,100.000,0,0,0.20590541666666667
7,46.875,66.667,100.000,0,0,0.24372472222222222
8,53.125,66.667,100.000,0,0,0.2937386111111111
9,59.375,66.667,100.000,0,0,0.22261763888888889
10,40.625,66.667,100.000,0,0,0.25756291666666664
11,65.625,77.778,100.000,0,0,0.20899222222222222
12,71.875,77.778,100.000,0,0,0.21483388888888888
13,65.625,66.667,100.000,0,0,0.2120365277777778
14,62.500,33.333,0.000,1,0,0.18708305555555554
15,46.875,66.667,100.000,0,0,0.2402598611111111
16,56.250,66.667,0.000,1,0,0.26500208333333336
17,68.750,66.667,100.000,0,0,0.18471416666666668
18,40.625,66.667,0.000,0,1,0.15852055555555555
19,34.375,66.667,0.000,0,1,0.28246819444444443
20,56.250,55.556,100.000,0,0,0.2649872222222222
21,40.625,66.667,100.000,0,0,0.1792798611111111
22,59.375,66.667,100.000,0,0,0.27700819444444447
23,46.875,66.667,0.000,0,1,0.1492923611111111
24,46.875,66.667,100.000,0,0,0.22307805555555554
25,43.750,66.667,0.000,0,1,0.18645555555555557
26,40.625,66.667,0.000,0,1,0.2445461111111111
27,62.500,55.556,100.000,0,0,0.26613916666666665
28,59.375,55.556,100.000,0,0,0.11877722222222223
29,43.750,55.556,100.000,0,0,0.13283458333333334
30,21.875,33.333,100.000,1,1,0.16361819444444445
31,46.875,55.556,0.000,0,1,0.26960194444444446
32,40.625,55.556,100.000,0,0,0.2100613888888889
33,46.875,55.556,100.000,0,0,0.23846319444444444
34,53.125,33.333,0.000,1,0,0.19062069444444443
35,40.625,55.556,0.000,0,1,0.25866791666666666
36,40.625,33.333,0.000,0,1,0.20506777777777777
37,71.875,77.778,100.000,0,0,0.21176791666666667
38,40.625,55.556,100.000,0,0,0.11163194444444445
39,46.875,55.556,0.000,0,1,0.13999375
40,65.625,77.778,0.000,1,0,0.23268569444444445
41,78.125,77.778,0.000,1,0,0.27217555555555556
42,65.625,55.556,0.000,0,1,0.4207776388888889
43,46.875,55.556,100.000,0,0,0.26023555555555555
44,43.750,66.667,100.000,0,0,0.26207736111111113
45,31.250,44.444,100.000,1,1,0.19196944444444444
